Season,Player,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,MP,Age,,,,,,,,
1987-88,Reggie Theus,11.1,23.6,10.8,22.6,0.3,1.1,5.7,6.9,1.3,2.9,4.2,8.3,1.1,0.3,4.2,3.1,28.2,0.47,0.479,0.271,0.476,0.831,0.529,2653,30,,,,,,,,
1988-89,Reggie Theus,9.6,20.7,9.3,19.6,0.3,1.1,5.5,6.5,1.7,3,4.7,7.5,2.1,0.3,3.8,4.6,25.1,0.466,0.476,0.293,0.474,0.851,0.534,2517,31,,,,,,,,
1989-90,Reggie Theus,10.1,23.1,9.6,21,0.5,2.1,7.4,8.7,1.5,2.9,4.3,8,1.2,0.2,4.4,3.8,28.2,0.439,0.458,0.248,0.45,0.853,0.524,2350,32,,,,,,,,
1990-91,Reggie Theus,9.5,20.4,8.7,18.1,0.9,2.4,4.8,5.6,1.1,2.6,3.7,6.2,1.4,0.6,4.1,3.8,24.7,0.468,0.481,0.361,0.488,0.851,0.54,2955,33,,,,,,,,
1999-00,Jason Terry,6.9,16.6,5.6,12.3,1.3,4.4,3.1,3.9,0.7,3.9,4.6,9.6,2.5,0.3,4.3,3.7,18.2,0.415,0.458,0.293,0.453,0.807,0.497,1888,22,,,,,,,,
2000-01,Jason Terry,10.1,23.1,8,17.8,2.1,5.3,5.1,6.1,0.7,3.8,4.5,6.8,1.8,0.2,4,3.4,27.4,0.436,0.448,0.395,0.481,0.846,0.531,3089,23,,,,,,,,
2001-02,Jason Terry,9.2,21.5,6.2,13.6,3,7.8,5,6,0.7,4,4.8,7.8,2.5,0.2,3.2,2.7,26.5,0.43,0.454,0.387,0.5,0.835,0.549,2967,24,,,,,,,,
2002-03,Jason Terry,8.4,19.5,5.6,12.2,2.7,7.4,4.4,5,0.6,4.1,4.8,10.3,2.2,0.2,4.3,3,23.9,0.428,0.462,0.371,0.498,0.887,0.549,3081,25,,,,,,,,
2003-04,Jason Terry,8.7,20.9,6.2,13.6,2.6,7.4,3.8,4.6,0.9,5,5.9,7.7,2.2,0.3,4,3.4,23.8,0.417,0.455,0.347,0.478,0.827,0.519,3018,26,,,,,,,,
2004-05,Jason Terry,8,16,5.8,10.7,2.2,5.3,3.1,3.7,0.8,3.2,4.1,9.3,2.4,0.3,3.2,3.8,21.4,0.501,0.54,0.42,0.57,0.844,0.606,2401,27,,,,,,,,
2005-06,Jason Terry,10.1,21.5,6.7,13.4,3.3,8.1,3.3,4.1,0.6,2.5,3.1,6,2,0.5,2.6,3.8,26.8,0.47,0.505,0.411,0.547,0.8,0.575,2798,28,,,,,,,,
2006-07,Jason Terry,9.7,20,6.6,13.1,3.1,7,3,3.7,0.8,3.6,4.4,7.9,1.5,0.3,2.9,3.2,25.4,0.484,0.508,0.438,0.56,0.804,0.587,2846,29,,,,,,,,
2007-08,Jason Terry,9.7,20.8,6.9,13.3,2.8,7.5,3.9,4.6,0.6,3.7,4.3,5.4,1.8,0.4,1.9,3.5,26.2,0.467,0.519,0.375,0.535,0.857,0.574,2579,30,,,,,,,,
2008-09,Jason Terry,11.4,24.6,7.9,15,3.5,9.6,4.2,4.7,0.8,2.9,3.7,5.3,2,0.4,2.5,3,30.5,0.463,0.525,0.366,0.535,0.88,0.571,2491,31,,,,,,,,
2009-10,Jason Terry,9.3,21.3,6.5,13.6,2.8,7.6,4.7,5.5,0.4,2.5,2.9,6,1.9,0.3,2.2,2.9,26.2,0.438,0.479,0.365,0.503,0.866,0.552,2540,32,,,,,,,,
2010-11,Jason Terry,10.1,22.4,7.5,15.2,2.6,7.2,3.7,4.4,0.5,2.6,3.1,6.8,1.9,0.3,3.4,2.9,26.5,0.451,0.493,0.362,0.509,0.85,0.545,2564,33,,,,,,,,
2011-12,Jason Terry,9.4,21.8,5.7,12.2,3.6,9.6,2.6,2.9,0.4,3.5,3.9,5.9,1.9,0.3,3.3,1.8,24.9,0.43,0.471,0.378,0.513,0.883,0.54,2000,34,,,,,,,,
2012-13,Jason Terry,6.9,16,3.9,7.8,3,8.2,2.8,3.2,0.5,3.4,3.9,4.9,1.6,0.3,2.5,2.7,19.7,0.434,0.498,0.372,0.529,0.87,0.566,2124,35,,,,,,,,
2014-15,Jason Terry,5.7,13.5,1.9,3.7,3.8,9.8,1.2,1.5,0.5,3.2,3.7,4.5,2,0.6,2.2,3.5,16.4,0.422,0.504,0.39,0.563,0.813,0.579,1641,37,,,,,,,,
2015-16,Jason Terry,5.9,14.7,2.3,4.5,3.6,10.2,1.1,1.3,0.5,2.5,3.1,4,1.8,0.4,1.9,3.6,16.5,0.402,0.504,0.356,0.525,0.818,0.54,1258,38,,,,,,,,
2016-17,Jason Terry,3.9,9,1.2,2.7,2.7,6.4,0.9,1.1,0.6,3.4,3.9,3.6,1.7,0.7,1.3,3.5,11.4,0.432,0.444,0.427,0.582,0.828,0.6,1365,39,,,,,,,,
2013-14,Garrett Temple,4.1,11.4,3.6,9,0.5,2.3,2.4,3.5,1.7,3.8,5.5,5.8,2.8,0.9,3.4,5.8,11.1,0.362,0.402,0.207,0.383,0.698,0.431,638,27,,,,,,,,
2015-16,Garrett Temple,5,12.6,2.8,6.2,2.2,6.4,2.3,3.1,0.9,4.4,5.3,3.5,1.7,0.4,1.6,4.9,14.5,0.398,0.453,0.345,0.486,0.728,0.52,1951,29,,,,,,,,
2016-17,Garrett Temple,5.4,12.6,3,6.2,2.4,6.4,1.7,2.2,0.9,4.5,5.4,4.9,2.5,0.8,2.3,4.1,14.8,0.424,0.476,0.373,0.519,0.784,0.545,1728,30,,,,,,,,
2006-07,Sebastian Telfair,5.8,15.7,4.6,11.4,1.2,4.2,3,3.6,0.6,3,3.6,7.2,1.4,0.4,3.2,5.5,15.8,0.371,0.402,0.289,0.41,0.818,0.458,1578,21,,,,,,,,
2008-09,Sebastian Telfair,6.7,17.4,4.9,12.2,1.8,5.3,3.3,4,0.8,2.4,3.2,8.6,1.8,0.3,3.7,4.6,18.5,0.383,0.399,0.346,0.435,0.819,0.481,2095,23,,,,,,,,
2011-12,Sebastian Telfair,8.2,19.8,6.3,13.7,1.9,6.1,3.1,3.9,1.2,4.1,5.3,8,2.4,0.7,3.9,6.9,21.3,0.412,0.456,0.314,0.461,0.791,0.495,895,26,,,,,,,,
2013-14,Mirza Teletovic,8.3,19.9,3.2,6.8,5.1,13.1,1.7,2.3,2.3,7.7,10,2.1,1.1,0.9,2,5.4,23.4,0.418,0.472,0.39,0.546,0.71,0.559,1396,28,,,,,,,,
2015-16,Mirza Teletovic,9.6,22.5,4.4,9.2,5.2,13.3,3.5,4.5,1.6,7.1,8.7,2.6,0.9,0.6,2.4,4.6,27.9,0.427,0.476,0.393,0.544,0.774,0.571,1686,30,,,,,,,,
2016-17,Mirza Teletovic,7,18.7,2.3,5.1,4.7,13.7,1.6,2,0.5,6.8,7.3,2.2,0.5,0.6,1.7,4.9,20.2,0.373,0.46,0.341,0.498,0.778,0.515,1133,31,,,,,,,,
2009-10,Jeff Teague,6.7,16.8,6.1,14.4,0.5,2.4,3,3.6,0.4,4.6,5,9,2.5,0.8,3.7,6.1,16.9,0.396,0.426,0.219,0.412,0.837,0.459,719,21,,,,,,,,
2010-11,Jeff Teague,7.4,17,6.4,14.3,1,2.7,4.3,5.4,0.6,5.1,5.7,7.7,2.5,1.4,3.6,4.6,20.1,0.438,0.449,0.375,0.467,0.794,0.521,963,22,,,,,,,,
2011-12,Jeff Teague,7.8,16.4,6.6,12.7,1.2,3.6,3.4,4.5,0.5,3.4,3.9,7.8,2.6,0.9,3.3,3.5,20.3,0.476,0.514,0.342,0.514,0.757,0.551,2183,23,,,,,,,,
2012-13,Jeff Teague,8.7,19.2,6.9,14.3,1.8,4.9,3.9,4.5,0.5,3.1,3.5,11.4,2.3,0.6,4.5,3.6,23,0.451,0.482,0.359,0.496,0.881,0.543,2628,24,,,,,,,,
2013-14,Jeff Teague,9.1,20.8,7.6,16.3,1.5,4.5,6.3,7.5,0.7,3.5,4.2,10.5,1.8,0.3,4.6,3.2,26,0.438,0.469,0.329,0.474,0.846,0.541,2542,25,,,,,,,,
2014-15,Jeff Teague,9.4,20.3,7.7,15.6,1.6,4.7,6.3,7.3,0.7,3.5,4.2,11.8,2.9,0.7,4.7,3.2,26.7,0.46,0.496,0.343,0.5,0.862,0.566,2228,26,,,,,,,,
2015-16,Jeff Teague,9.5,21.7,7.1,15.6,2.4,6,5.7,6.8,0.7,4,4.7,10.3,2.1,0.5,4.8,3.7,27.2,0.439,0.454,0.4,0.495,0.837,0.551,2255,27,,,,,,,,
2016-17,Jeff Teague,7.6,17.1,5.9,12.4,1.7,4.7,6.8,7.8,0.6,5.6,6.2,12,1.9,0.6,4.1,3.1,23.6,0.442,0.475,0.357,0.492,0.867,0.574,2657,28,,,,,,,,
1982-83,Terry Teagle,9.1,21.3,8.9,20.5,0.3,0.8,2.4,3.4,2,3.3,5.3,4.1,1.5,0.5,3.8,4.7,20.9,0.428,0.431,0.345,0.434,0.696,0.458,1708,22,,,,,,,,
1985-86,Terry Teagle,10.1,20.4,10.1,19.9,0.1,0.5,4.5,5.7,2,3,5,2.5,1.5,0.7,2.9,5.1,24.9,0.496,0.505,0.16,0.498,0.796,0.542,2158,25,,,,,,,,
1986-87,Terry Teagle,10.6,23.1,10.6,22.8,0,0.3,5.2,6.7,1.9,3.1,5,3,1.9,0.4,3.3,5.4,26.4,0.458,0.464,0,0.458,0.778,0.506,1650,26,,,,,,,,
1989-90,Terry Teagle,10.3,21.4,10.2,21.1,0.1,0.3,4.7,5.6,2.2,4.8,7,3,1.7,0.3,2.7,4.4,25.2,0.48,0.483,0.214,0.481,0.83,0.529,2376,29,,,,,,,,
1990-91,Terry Teagle,11.4,25.8,11.4,25.5,0,0.3,4.9,6,2.8,3.4,6.2,2.8,1.1,0.3,2.8,5.6,27.8,0.443,0.448,0,0.443,0.819,0.488,1498,30,,,,,,,,
1991-92,Terry Teagle,11.8,26.1,11.8,26,0,0.1,4.9,6.4,2.9,3,5.9,3.7,2.1,0.3,3.7,4.8,28.5,0.452,0.453,0.25,0.453,0.766,0.493,1602,31,,,,,,,,
1997-98,Maurice Taylor,11,23.2,11,23.1,0,0,5.9,8.4,4.1,6.1,10.2,1.8,1.2,1.4,3.7,7.6,28,0.476,0.476,0,0.476,0.709,0.521,1513,21,,,,,,,,
1998-99,Maurice Taylor,11.1,24.1,11.1,23.8,0,0.2,5.3,7.3,3.6,5.1,8.6,2.4,0.6,1,4.3,6.4,27.6,0.461,0.463,0.167,0.461,0.728,0.505,1505,22,,,,,,,,
1999-00,Maurice Taylor,10.5,22.7,10.5,22.5,0,0.2,3.3,4.6,2.2,7,9.2,2.3,1.2,1.1,3.9,5,24.3,0.464,0.466,0.125,0.464,0.711,0.492,2227,23,,,,,,,,
2003-04,Maurice Taylor,9.6,20.1,9.6,20,0,0.1,3.4,4.6,3.4,6.6,10.1,2.8,1.1,1.2,3.9,6.6,22.6,0.48,0.481,0,0.48,0.736,0.512,2081,27,,,,,,,,
2012-13,Jeffery Taylor,6,13.9,4.1,8.5,1.8,5.4,2.6,3.6,1.8,3.4,5.2,2.2,1.6,0.5,1.7,4.7,16.4,0.431,0.486,0.344,0.497,0.728,0.531,1507,23,,,,,,,,
1979-80,Brian Taylor,7.2,15.4,5.6,11.3,1.5,4.1,2.2,2.8,1.3,1.9,3.2,5.8,2.5,0.4,2.4,4.2,18.2,0.467,0.5,0.377,0.517,0.802,0.546,2754,28,,,,,,,,
1980-81,Brian Taylor,6.4,12.2,5.5,9.9,0.9,2.4,3,3.8,1.2,1.9,3.1,9.1,2.4,0.5,2.3,4.4,16.8,0.525,0.559,0.383,0.562,0.789,0.602,2312,29,,,,,,,,
1986-87,Roy Tarpley,7.9,17,7.9,16.9,0,0.1,3.2,4.7,6.1,12,18.1,1.8,1.9,2.7,3.4,7.9,19.1,0.467,0.468,0.333,0.468,0.676,0.501,1405,22,,,,,,,,
1987-88,Roy Tarpley,9.5,19,9.5,18.9,0,0.1,4.4,5.9,7.7,12.8,20.6,1.8,2.2,1.8,3.7,6.7,23.4,0.5,0.503,0,0.5,0.74,0.541,2307,23,,,,,,,,
1999-00,Wally Szczerbiak,8.2,16.1,7.6,14.2,0.7,1.9,3.2,3.9,2.1,4.4,6.6,4.8,1.4,0.6,2,4.2,20.4,0.511,0.531,0.359,0.532,0.826,0.571,2171,22,,,,,,,,
2000-01,Wally Szczerbiak,8.6,16.8,8.1,15.4,0.5,1.4,3.3,3.8,2.4,5.7,8.2,4.8,1.1,0.6,2.5,4.1,21,0.51,0.526,0.338,0.524,0.87,0.566,2856,23,,,,,,,,
2001-02,Wally Szczerbiak,10.4,20.4,8.9,17.2,1.5,3.2,3.8,4.6,2,4.6,6.7,4.4,1.1,0.4,3.1,3.2,26,0.508,0.517,0.455,0.544,0.831,0.58,3117,24,,,,,,,,
2004-05,Wally Szczerbiak,9.8,19.4,8.5,15.8,1.3,3.6,5.5,6.4,1.7,4.7,6.4,4,0.8,0.3,2.8,3.7,26.4,0.506,0.536,0.373,0.54,0.855,0.595,2558,27,,,,,,,,
2005-06,Wally Szczerbiak,9.6,19.7,7.6,14.8,2,5,5.4,6,1.5,4.6,6.1,4.2,0.8,0.4,2.7,2.9,26.6,0.487,0.517,0.4,0.538,0.897,0.595,2729,28,,,,,,,,
2007-08,Wally Szczerbiak,9.1,21.2,6.5,14.8,2.6,6.4,4.4,5.1,1,5.4,6.4,3,0.7,0.4,2.2,3,25.2,0.431,0.438,0.413,0.493,0.851,0.539,1736,30,,,,,,,,
2008-09,Wally Szczerbiak,6.3,14.1,3.9,8.1,2.4,6,3.2,3.8,1.5,6.7,8.2,2.9,1,0.4,1.9,4.6,18.3,0.45,0.478,0.411,0.536,0.849,0.581,1527,31,,,,,,,,
1996-97,Brett Szabo,4.1,9.2,4.1,9.1,0,0.1,3.4,4.6,4.2,8.3,12.5,1.3,1.2,2.4,3.1,9,11.6,0.446,0.45,0,0.446,0.738,0.517,662,28,,,,,,,,
2000-01,Stromile Swift,6.1,13.5,6.1,13.4,0,0.2,3.4,5.6,4.3,7,11.3,1.1,2.5,3.3,2.6,6.4,15.6,0.451,0.457,0,0.451,0.603,0.487,1312,21,,,,,,,,
2003-04,Stromile Swift,9.2,19.6,9.2,19.5,0,0.1,6.5,9,4.8,8.1,13,1.3,1.9,4.1,3,6.5,25,0.469,0.471,0.25,0.47,0.725,0.53,1528,24,,,,,,,,
2004-05,Mike Sweetney,8.3,15.6,8.3,15.6,0,0,6.2,8.2,5.9,8.7,14.7,1.5,0.9,1,3.8,7.9,22.8,0.531,0.533,0,0.531,0.749,0.592,1509,22,,,,,,,,
1995-96,Bob Sura,7.5,18.3,6.1,14.3,1.4,4,5,7.1,1.7,5.1,6.8,11.8,2.8,1.1,5.8,6.4,21.4,0.411,0.429,0.346,0.449,0.702,0.5,1150,22,,,,,,,,
1996-97,Bob Sura,6.5,15,5.1,10.8,1.4,4.2,5,8.1,1.9,5.9,7.9,10,2.3,0.8,4.6,5.6,19.3,0.431,0.473,0.323,0.476,0.614,0.519,2269,23,,,,,,,,
1998-99,Bob Sura,4.6,13.9,4,10.9,0.6,3,4.3,6.8,1.4,5.4,6.7,10,3,0.9,4.4,6.5,14.1,0.333,0.37,0.2,0.355,0.631,0.419,841,25,,,,,,,,
1999-00,Bob Sura,8.1,18.4,5.3,10.9,2.8,7.5,4,5.7,1.1,5.4,6.5,6.4,2.1,0.4,3.3,4.5,22.8,0.437,0.484,0.367,0.512,0.697,0.545,2216,26,,,,,,,,
2001-02,Bob Sura,7.1,16.8,5.9,13,1.2,3.8,6.7,9.4,2.5,4.8,7.3,7.8,2.5,0.5,3.8,4.6,22.2,0.424,0.455,0.316,0.459,0.72,0.53,1780,28,,,,,,,,
2003-04,Bob Sura,6.5,15.6,5.8,13.1,0.7,2.5,5.5,7.3,3.2,7.3,10.5,7.5,2,0.5,3.4,5.1,19.2,0.416,0.446,0.266,0.438,0.757,0.51,1663,30,,,,,,,,
1983-84,Jon Sundvold,8.1,18.3,7.8,16.9,0.3,1.4,2.4,2.7,0.9,2.5,3.4,9,1.1,0,3,3,19,0.445,0.461,0.243,0.454,0.889,0.488,1284,22,,,,,,,,
1984-85,Jon Sundvold,7.1,16.8,6.6,15.2,0.5,1.6,2,2.5,0.7,2.2,2.9,8.7,1.5,0,3.6,3.7,16.8,0.425,0.436,0.316,0.44,0.814,0.47,1150,23,,,,,,,,
1985-86,Jon Sundvold,8.8,19.1,8,16.7,0.8,2.4,1.6,1.9,0.9,2.3,3.2,10.5,1.4,0,3.4,4.4,20.1,0.462,0.478,0.35,0.484,0.813,0.503,1150,24,,,,,,,,
1986-87,Jon Sundvold,9.8,20.1,8.4,16.1,1.3,4,1.9,2.2,0.5,2.1,2.6,8.4,0.9,0,2.6,2.9,22.7,0.486,0.523,0.336,0.519,0.833,0.539,1765,25,,,,,,,,
2013-14,Jared Sullinger,9.7,22.7,8.3,17.4,1.4,5.2,4,5.1,6.1,9.1,15.1,3,0.9,1.2,3,6.3,24.8,0.427,0.475,0.269,0.458,0.778,0.497,2041,21,,,,,,,,
2014-15,Jared Sullinger,9.9,22.6,8.3,16.8,1.7,5.9,3.1,4.1,4.7,9.4,14.1,4.3,1.4,1.3,2.5,4.9,24.6,0.439,0.494,0.283,0.476,0.744,0.503,1566,22,,,,,,,,
2015-16,Jared Sullinger,8.9,20.5,8.2,17.9,0.7,2.6,2.6,4.1,4.9,12.2,17.1,4.8,1.9,1.2,2.6,5.3,21.2,0.435,0.458,0.282,0.453,0.64,0.476,1915,23,,,,,,,,
2008-09,Rodney Stuckey,8.8,20.1,8.3,18.4,0.5,1.7,5.1,6.4,1.5,4.5,6,8.5,1.7,0.2,3.8,4.8,23.3,0.439,0.453,0.295,0.452,0.803,0.508,2517,22,,,,,,,,
2009-10,Rodney Stuckey,9.7,24.1,9.3,22.3,0.4,1.7,6.5,7.8,1.5,4.6,6.1,7.5,2.2,0.3,3.5,4.4,26.4,0.405,0.418,0.228,0.413,0.833,0.479,2499,23,,,,,,,,
2010-11,Rodney Stuckey,9,20.4,8.3,18.2,0.6,2.2,8.1,9.4,1.7,3.6,5.3,8.9,1.9,0.2,3.8,4.4,26.7,0.439,0.457,0.289,0.455,0.866,0.544,2183,24,,,,,,,,
2011-12,Rodney Stuckey,8.4,19.5,7.3,16.1,1.1,3.4,8.7,10.5,1.2,3.4,4.6,6.9,1.4,0.3,3.5,4.1,26.6,0.429,0.452,0.317,0.456,0.834,0.55,1644,25,,,,,,,,
2012-13,Rodney Stuckey,7.4,18.2,6.1,13.8,1.3,4.4,5.2,6.6,1,4.1,5.2,6.6,1.2,0.4,3.3,3.1,21.3,0.406,0.44,0.302,0.443,0.783,0.505,2171,26,,,,,,,,
2013-14,Rodney Stuckey,9.6,22.1,9,19.8,0.6,2.3,6.3,7.6,1,3.4,4.4,3.9,1.4,0.3,3.2,3.4,26.2,0.436,0.455,0.273,0.45,0.836,0.516,1950,27,,,,,,,,
2014-15,Rodney Stuckey,9.1,20.7,7.6,16.9,1.5,3.9,4.9,5.9,1,5.8,6.8,6,1.5,0.3,3.2,3.6,24.6,0.44,0.452,0.39,0.477,0.819,0.528,1874,28,,,,,,,,
2015-16,Rodney Stuckey,7.1,17.3,6.3,14,0.8,3.2,5.1,6.2,0.7,5.3,6.1,5.5,1.7,0.3,3,3,20.1,0.413,0.453,0.241,0.436,0.829,0.504,1275,29,,,,,,,,
1994-95,Derek Strong,5.7,12.5,5.6,12.2,0.1,0.3,5.4,6.5,5.2,9.1,14.2,1.7,0.9,0.5,3,5.4,16.8,0.453,0.457,0.286,0.456,0.82,0.545,1344,26,,,,,,,,
1996-97,Derek Strong,7.1,15.9,7.1,15.5,0,0.4,4.7,5.9,4.7,9.4,14.1,2,1.3,0.5,2.8,5.3,19,0.447,0.457,0,0.447,0.803,0.513,2004,28,,,,,,,,
1998-99,Derek Strong,5.9,14,5.9,13.8,0,0.2,5.5,7.7,5.1,7.4,12.5,1.3,1.2,0.5,2.9,5,17.3,0.422,0.427,0,0.422,0.717,0.499,695,30,,,,,,,,
1988-89,Rod Strickland,9,19.2,8.3,17.2,0.6,2,5.8,7.8,1.7,3.7,5.4,10.8,3.3,0.1,5,4.8,24.4,0.467,0.484,0.322,0.484,0.745,0.539,1358,22,,,,,,,,
1989-90,Rod Strickland,7.8,17.2,7.6,16.6,0.2,0.7,4,6.3,2.1,3.9,5.9,10.7,2.9,0.3,3.9,3.6,19.8,0.454,0.461,0.267,0.459,0.626,0.494,2140,23,,,,,,,,
1990-91,Rod Strickland,7.4,15.3,7.1,14.5,0.3,0.8,3.8,4.9,1.3,3.8,5.1,10.9,2.7,0.3,3.7,2.9,18.8,0.482,0.49,0.333,0.491,0.763,0.538,2076,24,,,,,,,,
1991-92,Rod Strickland,7.3,16,7.2,15.7,0.1,0.4,4.4,6.4,2.2,4.2,6.4,11.9,2.9,0.4,3.9,3,19.1,0.455,0.458,0.333,0.459,0.687,0.507,2053,25,,,,,,,,
1992-93,Rod Strickland,7.8,16,7.7,15.4,0.1,0.6,5.3,7.5,2.4,4.2,6.6,10.9,2.6,0.5,3.9,3,20.9,0.485,0.499,0.133,0.488,0.717,0.543,2474,26,,,,,,,,
1993-94,Rod Strickland,8.9,18.4,8.8,18.2,0,0.2,5.9,7.9,2.1,4.2,6.2,12.4,2.5,0.4,4.3,2.9,23.7,0.483,0.486,0.2,0.484,0.749,0.543,2889,27,,,,,,,,
1994-95,Rod Strickland,10,21.4,8.9,18.6,1,2.8,6.4,8.6,1.6,5.5,7.2,12.7,2.8,0.2,4.7,2.7,27.3,0.466,0.48,0.374,0.49,0.745,0.544,2267,28,,,,,,,,
1995-96,Rod Strickland,9.7,21,8.9,18.7,0.8,2.3,5.7,8.7,1.8,4.3,6.1,13.1,2,0.3,5.2,2.8,25.8,0.46,0.475,0.342,0.479,0.652,0.519,2526,29,,,,,,,,
1996-97,Rod Strickland,8.9,19.2,8.7,17.8,0.2,1.3,6.4,8.6,1.6,4.2,5.8,12.6,2.5,0.2,4.7,2.9,24.5,0.466,0.488,0.169,0.472,0.738,0.533,2997,30,,,,,,,,
1997-98,Rod Strickland,8.5,19.6,8.3,18.7,0.2,0.8,6.2,8.5,1.9,5.1,7,13.9,2.2,0.4,4.6,3.2,23.4,0.434,0.442,0.25,0.439,0.726,0.501,3020,31,,,,,,,,
1998-99,Rod Strickland,8.2,19.8,7.8,18.4,0.4,1.4,5.8,7.7,1.8,5.1,6.9,14.2,2.5,0.2,4.7,3,22.6,0.416,0.426,0.286,0.426,0.746,0.488,1632,32,,,,,,,,
1999-00,Rod Strickland,7.7,18,7.7,17.5,0,0.5,5.1,7.2,1.7,4.4,6.1,12.3,2.2,0.4,4.4,3.5,20.6,0.429,0.44,0.048,0.43,0.702,0.485,2188,33,,,,,,,,
2001-02,Rod Strickland,7.6,17.1,7.4,16.5,0.2,0.6,3.7,4.8,1.2,4.4,5.6,11.1,2,0.3,3.8,2.7,19,0.443,0.448,0.308,0.448,0.766,0.495,2294,35,,,,,,,,
1999-00,Erick Strickland,7.9,18.2,6.1,13.6,1.8,4.6,4,4.9,1.7,6.3,8.1,5.3,2.6,0.3,2.5,4.7,21.7,0.433,0.447,0.392,0.483,0.831,0.531,2025,26,,,,,,,,
2001-02,Erick Strickland,6,15.4,3,7.6,3,7.8,4.1,4.9,0.7,6,6.7,5.8,1.8,0,3,4.6,19.1,0.389,0.394,0.385,0.487,0.845,0.545,1643,28,,,,,,,,
2002-03,Erick Strickland,6.7,15.6,4.2,9,2.5,6.6,2.9,3.6,0.9,5,6,8.6,1.6,0.3,4,4.6,18.8,0.429,0.459,0.388,0.511,0.805,0.547,1275,29,,,,,,,,
2002-03,Amar'e Stoudemire,8,16.9,8,16.7,0,0.2,6.5,9.9,5.1,9.6,14.7,1.6,1.3,1.8,3.9,5.5,22.6,0.472,0.476,0.2,0.473,0.661,0.53,2570,20,,,,,,,,
2003-04,Amar'e Stoudemire,10.5,22.1,10.5,22,0,0.1,7.9,11.1,4,8.7,12.7,2,1.6,2.3,4.5,4.8,29,0.475,0.477,0.2,0.476,0.713,0.536,2025,21,,,,,,,,
2004-05,Amar'e Stoudemire,12.9,23.1,12.9,22.9,0.1,0.3,10.1,13.8,3.8,8.6,12.4,2.3,1.3,2.3,3.3,4.8,36,0.559,0.564,0.188,0.56,0.733,0.617,2889,22,,,,,,,,
2006-07,Amar'e Stoudemire,11.3,19.7,11.3,19.6,0,0.1,8.5,10.9,4.1,10.5,14.7,1.6,1.5,2.1,4.3,5.5,31.2,0.575,0.577,0,0.575,0.781,0.637,2689,24,,,,,,,,
2007-08,Amar'e Stoudemire,13.2,22.5,13.2,21.9,0.1,0.6,10.3,12.8,3.3,10,13.3,2.2,1.2,3,3.2,5.5,36.9,0.59,0.601,0.161,0.592,0.805,0.656,2677,25,,,,,,,,
2009-10,Amar'e Stoudemire,12.5,22.4,12.5,22.3,0,0.1,8.6,11.2,4.1,8.9,13,1.5,0.9,1.5,3.8,5,33.6,0.557,0.559,0.167,0.557,0.771,0.615,2838,27,,,,,,,,
2010-11,Amar'e Stoudemire,13,25.9,12.8,25.5,0.2,0.4,8.3,10.4,3.5,7.7,11.1,3.5,1.2,2.6,4.4,4.8,34.5,0.502,0.503,0.435,0.505,0.792,0.565,2870,28,,,,,,,,
2013-14,Amar'e Stoudemire,11.3,20.2,11.3,20.2,0,0,5.4,7.4,4.1,7.5,11.6,1.2,0.8,1.3,3.3,5.8,28,0.557,0.557,,0.557,0.739,0.596,1466,31,,,,,,,,
2014-15,Amar'e Stoudemire,11.4,20.4,11.4,20.3,0,0.2,5.6,7.8,4.6,9.1,13.7,1.9,1.2,1.6,3.3,6.7,28.4,0.557,0.562,0,0.557,0.72,0.595,1245,32,,,,,,,,
1995-96,Damon Stoudamire,8.6,20.3,6.3,14.2,2.4,6.1,4.2,5.3,1.1,4,5.1,11.7,1.8,0.3,4.8,3,23.9,0.426,0.439,0.395,0.485,0.797,0.528,2865,22,,,,,,,,
1996-97,Damon Stoudamire,9,22.5,6.2,14.6,2.8,7.9,5.3,6.4,1.4,3.9,5.3,11.3,2,0.2,4.6,2.6,26.2,0.401,0.426,0.355,0.463,0.823,0.516,3311,23,,,,,,,,
1997-98,Damon Stoudamire,8.2,20.1,6.6,14.5,1.7,5.6,4.4,5.3,1.6,3.9,5.5,10.7,2.1,0.1,4.1,2.8,22.5,0.411,0.454,0.299,0.452,0.829,0.503,2839,24,,,,,,,,
1998-99,Damon Stoudamire,8,20.2,6.6,15.7,1.4,4.6,2.9,3.9,1.3,4.1,5.4,10,1.6,0.1,3.5,2.6,20.3,0.396,0.421,0.31,0.431,0.73,0.462,1673,25,,,,,,,,
1999-00,Damon Stoudamire,8.7,20.1,6.9,15.4,1.8,4.8,2.7,3.3,1.4,4.1,5.5,9.1,1.7,0,3.4,3.9,21.9,0.432,0.449,0.377,0.477,0.841,0.508,2372,26,,,,,,,,
2000-01,Damon Stoudamire,8.2,19,6.6,14.5,1.7,4.4,3.5,4.2,1.4,4.7,6.1,9.5,2.1,0.2,3.9,4.1,21.6,0.434,0.453,0.374,0.478,0.831,0.519,2655,27,,,,,,,,
2001-02,Damon Stoudamire,7.1,17.6,5.1,12,2,5.7,3.3,3.8,1.5,4.1,5.6,9.4,1.3,0.1,2.9,2.9,19.5,0.402,0.425,0.353,0.459,0.888,0.506,2796,28,,,,,,,,
